person,dept,eow,cause
Deputy Sheriff Michael Brandon Lassiter,"Covington County Sheriff's Office, AL","EOW: Thursday, April 8, 2004",Cause: Vehicular assault
Police Officer Isaac Anthony Espinoza,"San Francisco Police Department, CA","EOW: Saturday, April 10, 2004",Cause: Gunfire
Patrolman Eric J. Verteramo,"Schenectady Police Department, NY","EOW: Sunday, April 11, 2004",Cause: Automobile crash
Police Officer Stephan Gene Gray,"Merced Police Department, CA","EOW: Thursday, April 15, 2004",Cause: Gunfire
Sergeant James Richard Miller,"Upper Dublin Township Police Department, PA","EOW: Tuesday, April 20, 2004",Cause: Automobile crash
Officer Thomas Joel Steiner,"California Highway Patrol, CA","EOW: Wednesday, April 21, 2004",Cause: Gunfire
Deputy Sheriff David Anthony Abella,"Hillsborough County Sheriff's Office, FL","EOW: Wednesday, April 21, 2004",Cause: Automobile crash
Reserve Deputy John Paul Sandlin,"Solano County Sheriff's Department, CA","EOW: Friday, April 23, 2004",Cause: Vehicle pursuit
Correctional Officer Steven P. Carroll,"Stephenson County Sheriff's Office, IL","EOW: Friday, April 23, 2004",Cause: Heart attack
Deputy Sheriff Brian Andrew Haas,"Hendry County Sheriff's Department, FL","EOW: Saturday, April 24, 2004",Cause: Automobile crash
Corporal Billy Thomas Gregory,"Durham Police Department, NC","EOW: Saturday, April 24, 2004",Cause: Heart attack
Police Officer Cuthbert Ezekiel Chapman,"Virgin Islands Police Department, VI","EOW: Monday, April 26, 2004",Cause: Gunfire
"Sergeant George A. ""Andy"" Brown, III","Florida Highway Patrol, FL","EOW: Tuesday, April 27, 2004",Cause: Vehicular assault
Police Officer James Gordon Lewis,"Tacoma Police Department, WA","EOW: Tuesday, April 27, 2004",Cause: Motorcycle crash
Deputy Sheriff Joshua Edwin Blyler,"St. Johns County Sheriff's Office, FL","EOW: Sunday, May 2, 2004",Cause: Automobile crash
"Sergeant James Curtis ""Jimmy"" Gilbert","Henry County Police Department, GA","EOW: Sunday, May 2, 2004",Cause: Automobile crash
"Lieutenant George Hura, Jr.","Escambia County Sheriff's Office, FL","EOW: Tuesday, May 4, 2004",Cause: Heart attack
Trooper Kurt David Knapp,"Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Saturday, May 8, 2004",Cause: Automobile crash
Trooper First Class Anthony Jones,"Maryland State Police, MD","EOW: Sunday, May 9, 2004",Cause: Vehicular assault
"Deputy Sheriff John Nicholas Wiberg, II","Washoe County Sheriff's Office, NV","EOW: Tuesday, May 11, 2004",Cause: Automobile crash
"Chief of Police Douglas Alan Shertzer, Sr.","Lititz Borough Police Department, PA","EOW: Tuesday, May 11, 2004",Cause: Motorcycle crash
Police Officer Donald Ralph Schultz,"Phoenix Police Department, AZ","EOW: Wednesday, May 12, 2004",Cause: Drowned
Corporal Patrick Joseph Healey,"Lee County Sheriff's Office, FL","EOW: Thursday, May 13, 2004",Cause: Heart attack
Police Officer Gary Cooper Davis,"Bloomfield Township Police Department, MI","EOW: Thursday, May 13, 2004",Cause: Vehicular assault
Deputy Sheriff Ted Duke Horton,"Franklin County Sheriff's Office, NC","EOW: Friday, May 14, 2004",Cause: Aircraft accident
Patrolman Shane Miller,"Tabor City Police Department, NC","EOW: Saturday, May 15, 2004",Cause: Vehicle pursuit
Correctional Officer Scott Edward Bryant,"Iowa Department of Corrections, IA","EOW: Monday, May 17, 2004",Cause: Struck by vehicle
Commander Joseph Allen Goldsmith,"Apache County Sheriff's Office, AZ","EOW: Thursday, May 20, 2004",Cause: Motorcycle crash
Lieutenant Vickie Salassi Wax,"Baton Rouge Police Department, LA","EOW: Saturday, May 22, 2004",Cause: Gunfire
Special Agent Terrance Patrick Loftus,"United States Department of Justice - Drug Enforcement Administration, US","EOW: Friday, May 28, 2004",Cause: Aircraft accident
Sergeant John Samuel Ashley,"Metropolitan Police Department, DC","EOW: Sunday, May 30, 2004",Cause: Heart attack
Deputy Sheriff David Paul Grant,"Tuolumne County Sheriff's Office, CA","EOW: Monday, May 31, 2004",Cause: Automobile crash
"Sergeant Clifton Rife, II","Metropolitan Police Department, DC","EOW: Wednesday, June 2, 2004",Cause: Gunfire
Officer James M. Goodman,"California Highway Patrol, CA","EOW: Thursday, June 3, 2004",Cause: Vehicle pursuit
Police Officer Mark Anthony Sawyers,"Sterling Heights Police Department, MI","EOW: Saturday, June 5, 2004",Cause: Gunfire
"Police Officer Michael Harry Wise, II","Reading Police Department, PA","EOW: Saturday, June 5, 2004",Cause: Gunfire (Accidental)
Police Officer Edward M. Ferraro,"New York City Police Department, NY","EOW: Sunday, June 6, 2004",Cause: 9/11 related illness
Police Officer Darren Glen Medlin,"Grapevine Police Department, TX","EOW: Saturday, June 12, 2004",Cause: Vehicular assault
Deputy Sheriff Michael Richard Arruda,"Los Angeles County Sheriff's Department, CA","EOW: Tuesday, June 15, 2004",Cause: Gunfire (Accidental)
Officer Carlos Winston Owen,"Birmingham Police Department, AL","EOW: Thursday, June 17, 2004",Cause: Gunfire
"Officer Harley Alfred Chisholm, III","Birmingham Police Department, AL","EOW: Thursday, June 17, 2004",Cause: Gunfire
Officer C. Robert Bennett,"Birmingham Police Department, AL","EOW: Thursday, June 17, 2004",Cause: Gunfire
Constable Steven Lloyd Hutchinson,"Grayson County Constable's Office, KY","EOW: Thursday, June 17, 2004",Cause: Struck by vehicle
Sergeant Andy Thaddeus Bailey,"Jackson Police Department, TN","EOW: Thursday, June 17, 2004",Cause: Gunfire
Sergeant Gregory Lei Hunter,"Grand Prairie Police Department, TX","EOW: Friday, June 18, 2004",Cause: Gunfire
Deputy Sheriff Travis Wayne Sass,"Larimer County Sheriff's Office, CO","EOW: Tuesday, June 29, 2004",Cause: Automobile crash
Police Officer Brian Donte Winder,"Baltimore City Police Department, MD","EOW: Saturday, July 3, 2004",Cause: Gunfire
Deputy Sheriff Derek Paul Ward,"Allegany County Sheriff's Department, NY","EOW: Saturday, July 3, 2004",Cause: Automobile crash
"Detective Orestes Julian ""Oreo"" Lorenzo","North Miami Beach Police Department, FL","EOW: Friday, July 9, 2004",Cause: Automobile crash
"Probation Officer Eugene T. ""Tal"" Groover, Jr.","Georgia Department of Corrections, GA","EOW: Friday, July 9, 2004",Cause: Heart attack
Police Officer Alva Ray Simmons,"New Orleans Police Department, LA","EOW: Saturday, July 10, 2004",Cause: Gunfire
Chief of Police Sheridan O. Caton,"Elk Lick Township Police Department, PA","EOW: Sunday, July 11, 2004",Cause: Vehicle pursuit
Deputy Sheriff Wesley Mack,"Columbia County Sheriff's Office, GA","EOW: Monday, July 12, 2004",Cause: Motorcycle crash
"Constable Felice Taldone, III","Patchogue Village Office of Public Safety, NY","EOW: Monday, July 12, 2004",Cause: Vehicular assault
"Police Officer George August Tessier, III","New Orleans Police Department, LA","EOW: Wednesday, July 14, 2004",Cause: Struck by vehicle
Bay Constable Richard L. Brooks,"Babylon Town Bay Constable, NY","EOW: Friday, July 16, 2004",Cause: Gunfire
Agent Santos Silva-Laboy,"Puerto Rico Police Department, PR","EOW: Saturday, July 17, 2004",Cause: Gunfire
Corporal Christopher Michael Shea,"Delaware State Police, DE","EOW: Sunday, July 18, 2004",Cause: Vehicular assault
Captain James Edward Myers,"Orangeburg Department of Public Safety, SC","EOW: Sunday, July 18, 2004",Cause: Gunfire
Special Agent Thomas Paul Marzilli,"United States Naval Criminal Investigative Service, US","EOW: Monday, July 19, 2004",Cause: Heart attack
Police Officer Ramon A. Sepulveda-Rosado,"Carolina Municipal Police Department, PR","EOW: Monday, July 19, 2004",Cause: Motorcycle crash
Police Officer Christy Jo Dedman,"Metro Nashville Police Department, TN","EOW: Monday, July 19, 2004",Cause: Vehicular assault
"Officer Duke G. Aaron, III","Maryland Transportation Authority Police, MD","EOW: Tuesday, July 20, 2004",Cause: Vehicular assault
Officer William Lynchburg Seuis,"Oakland Police Department, CA","EOW: Thursday, July 22, 2004",Cause: Vehicular assault
Deputy Sheriff Dane Ray Johns,"Williamson County Sheriff's Department, IL","EOW: Monday, July 26, 2004",Cause: Gunfire (Accidental)
Police Officer Edwin Hernandez,"Suffolk County Police Department, NY","EOW: Tuesday, July 27, 2004",Cause: Automobile crash
Police Officer Nathan Ray Laurie,"River Oaks Police Department, TX","EOW: Thursday, July 29, 2004",Cause: Vehicle pursuit
Sergeant Bradley W. Crawford,"Clark County Sheriff's Department, WA","EOW: Friday, July 30, 2004",Cause: Vehicular assault
"Sheriff John W. Bechtold, Jr.","Campbell County Sheriff's Office, SD","EOW: Wednesday, August 4, 2004",Cause: Heart attack
Police Officer Michael Patrick Gordon,"Chicago Police Department, IL","EOW: Sunday, August 8, 2004",Cause: Vehicular assault
Special Agent Rick Alan Ulbright,"United States Air Force Office of Special Investigations, US","EOW: Sunday, August 8, 2004",Cause: Bomb
Police Officer LaToya Nicole Johnson,"New Orleans Police Department, LA","EOW: Monday, August 9, 2004",Cause: Gunfire
"Captain Michael Lawrence Sparkes, Sr.","Los Angeles County Office of Public Safety, CA","EOW: Tuesday, August 10, 2004",Cause: Gunfire
Patrol Officer Trey Michael Hutchison,"Bossier City Police Department, LA","EOW: Wednesday, August 11, 2004",Cause: Gunfire
Police Officer Carlos Concepción-Quiñones,"Puerto Rico Police Department, PR","EOW: Saturday, August 14, 2004",Cause: Gunfire
"Lieutenant LeRoy Henry Nennig, Jr.","Sheboygan County Sheriff's Department, WI","EOW: Sunday, August 15, 2004",Cause: Motorcycle crash
Officer Issac Veal,"Honolulu Police Department, HI","EOW: Monday, August 16, 2004",Cause: Automobile crash
Officer Timothy Jacob Laird,"Indianapolis Police Department, IN","EOW: Wednesday, August 18, 2004",Cause: Gunfire
Detective Todd Michael Fatta,"Broward County Sheriff's Office, FL","EOW: Thursday, August 19, 2004",Cause: Gunfire
Police Officer Jonathan Edward Walsh,"Joliet Police Department, IL","EOW: Friday, August 20, 2004",Cause: Vehicular assault
Patrolman Bradley Thomas Scott,"Elyria Police Department, OH","EOW: Friday, August 27, 2004",Cause: Vehicular assault
Police Officer Eric James White,"Phoenix Police Department, AZ","EOW: Saturday, August 28, 2004",Cause: Gunfire
Police Officer Jason Alan Wolfe,"Phoenix Police Department, AZ","EOW: Saturday, August 28, 2004",Cause: Gunfire
Deputy Sheriff Ronald Wayne Ives,"San Bernardino County Sheriff's Department, CA","EOW: Wednesday, September 1, 2004",Cause: Motorcycle crash
Police Officer Kenneth Lee Daniels,"Detroit Police Department, MI","EOW: Wednesday, September 1, 2004",Cause: Gunfire
Deputy Sheriff Craig Allen Blann,"Newton County Sheriff's Department, IN","EOW: Monday, September 6, 2004",Cause: Electrocuted
Detective Robert L. Parker,"New York City Police Department, NY","EOW: Friday, September 10, 2004",Cause: Gunfire
Detective Patrick H. Rafferty,"New York City Police Department, NY","EOW: Friday, September 10, 2004",Cause: Gunfire
Deputy Sheriff Daniel Lee Archuleta,"Kern County Sheriff's Department, CA","EOW: Sunday, September 12, 2004",Cause: Automobile crash
Deputy Sheriff John Kevin Gunsell,"Otsego County Sheriff's Office, MI","EOW: Sunday, September 12, 2004",Cause: Automobile crash
Patrolman Timothy Andrew Nielson,"Joplin Police Department, MO","EOW: Monday, September 13, 2004",Cause: Explosion
"Park Ranger Suzanne E. ""Suzi"" Roberts","United States Department of the Interior - National Park Service, US","EOW: Tuesday, September 14, 2004",Cause: Weather/Natural disaster
Police Officer Jesse Matthew Rittenhouse,"Harriman Police Department, TN","EOW: Thursday, September 16, 2004",Cause: Automobile crash
"Sergeant James Michael ""Mike"" Lane","Beaumont Police Department, TX","EOW: Thursday, September 16, 2004",Cause: Aircraft accident
Senior Patrol Agent Travis Wayne Attaway,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US","EOW: Sunday, September 19, 2004",Cause: Drowned
Senior Patrol Agent Jeremy Michael Wilson,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US","EOW: Sunday, September 19, 2004",Cause: Drowned
"Police Officer James L. Davis, Jr.","Butler University Police Department, IN","EOW: Friday, September 24, 2004",Cause: Gunfire
Patrolman Angel Andrew Barcena,"El Paso Police Department, TX","EOW: Saturday, September 25, 2004",Cause: Gunfire
Police Officer Christopher Jerome Sobieski,"Prairie View Police Department, TX","EOW: Sunday, September 26, 2004",Cause: Vehicular assault
"Trooper Darryl Louis Haywood, Sr.","Florida Highway Patrol, FL","EOW: Saturday, October 2, 2004",Cause: Vehicle pursuit
"Investigator Lucille Cruz ""Lucy"" Ross","Brevard County Sheriff's Office, FL","EOW: Friday, October 8, 2004",Cause: Automobile crash
"Assistant Chief of Police Bill Jewel ""Putt"" Linder","Wisner Police Department, LA","EOW: Sunday, October 10, 2004",Cause: Gunfire
Special Agent Don Cleo Ware,"United States Department of Justice - Drug Enforcement Administration, US","EOW: Tuesday, October 12, 2004",Cause: Gunfire
Deputy Sheriff Brandy Lyn Winfield,"Marion County Sheriff's Department, OH","EOW: Thursday, October 14, 2004",Cause: Gunfire
Agent Carlos Alberto Reyes-Rivera,"Cataño Municipal Police Department, PR","EOW: Saturday, October 16, 2004",Cause: Automobile crash
Agent Nikolai Emilio Vidal-Perez,"Cataño Municipal Police Department, PR","EOW: Saturday, October 16, 2004",Cause: Automobile crash
Deputy Sheriff Dirk Ray Knearem,"Chambers County Sheriff's Office, TX","EOW: Sunday, October 17, 2004",Cause: Automobile crash
Special Agent Edward J. Seitz,"United States Department of State - Diplomatic Security Service, US","EOW: Sunday, October 24, 2004",Cause: Bomb
"Lieutenant Robert Duane ""Bob"" Haley","Comanche County Sheriff's Department, TX","EOW: Thursday, October 28, 2004",Cause: Automobile crash
Special Agent Timothy John Fidel,"United States Environmental Protection Agency - Criminal Investigations Division, US","EOW: Friday, October 29, 2004",Cause: Heart attack
Deputy Timothy Howard Dunn,"Shelby County Sheriff's Office, TN","EOW: Friday, October 29, 2004",Cause: Automobile crash
Police Officer Amy Lynn Donovan,"Austin Police Department, TX","EOW: Sunday, October 31, 2004",Cause: Struck by vehicle
Special Agent Jay P. Balchunas,"Wisconsin Department of Justice - Division of Criminal Investigation, WI","EOW: Friday, November 5, 2004",Cause: Gunfire
Detective John Raymond Weir,"Sault Ste. Marie Police Department, MI","EOW: Sunday, November 7, 2004",Cause: Stabbed
Reserve Sergeant James Milton Johnson,"Forsyth County Sheriff's Office, NC","EOW: Thursday, November 11, 2004",Cause: Gunfire
"Police Officer Robert Francis ""Bob"" Grim, Sr.","Ormond Beach Police Department, FL","EOW: Saturday, November 13, 2004",Cause: Struck by vehicle
Special Agent Phillip Charles Lebid,"United States Department of Homeland Security - United States Secret Service, US","EOW: Monday, November 22, 2004",Cause: Automobile crash
Police Officer William Rivera,"New York City Police Department, NY","EOW: Wednesday, November 24, 2004",Cause: Fall
Patrol Officer Patrick Michael Righi-Barnard,"Burbank Police Department, IL","EOW: Thursday, November 25, 2004",Cause: Vehicular assault
Police Officer Mark Edward Vance,"Bristol Police Department, TN","EOW: Saturday, November 27, 2004",Cause: Gunfire
Police Officer Melissa M. Foster,"Columbus Division of Police, OH","EOW: Saturday, December 4, 2004",Cause: Vehicular assault
"Investigator Terry Lee Barker, Sr.","Pittsylvania County Sheriff's Office, VA","EOW: Wednesday, December 8, 2004",Cause: Heart attack
"Police Officer Brad Lee Schultz, Jr.","Riverview Police Department, MO","EOW: Tuesday, December 14, 2004",Cause: Automobile crash
Deputy Robert Walter Hedman,"Otero County Sheriff's Department, NM","EOW: Saturday, December 18, 2004",Cause: Gunfire
Senior Patrol Agent George Brian DeBates,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US","EOW: Sunday, December 19, 2004",Cause: Automobile crash
Patrolman Christopher Lee Ruse,"Pendergrass Police Department, GA","EOW: Wednesday, December 29, 2004",Cause: Gunfire
Master Police Officer Peter J. Lavery,"Newington Police Department, CT","EOW: Thursday, December 30, 2004",Cause: Gunfire
Police Officer Cristy Sue Tindall,"Peoria Police Department, IL","EOW: Thursday, December 30, 2004",Cause: Automobile crash
Police Officer James J. Godbee,"New York City Police Department, NY","EOW: Thursday, December 30, 2004",Cause: 9/11 related illness
K9 Klief,"Salinas Police Department, CA","EOW: Wednesday, March 17, 2004",Cause: Stabbed
K9 Gero,"Grand Junction Police Department, CO","EOW: Thursday, May 6, 2004",Cause: Gunfire
K9 Vasko,"St. Lucie County Sheriff's Office, FL","EOW: Friday, June 25, 2004",Cause: Gunfire
K9 Rico,"Pima County Sheriff's Department, AZ","EOW: Tuesday, July 20, 2004",Cause: Struck by vehicle
K9 Rex,"Avondale Police Department, AZ","EOW: Thursday, July 22, 2004",Cause: Duty related illness
K9 Ingo,"Albemarle County Police Department, VA","EOW: Sunday, October 24, 2004",Cause: Gunfire
